Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
12.11.2020 00:30;16;17;19;25;22;0;0.0;9.2;1011;0.0;90.4;19;30;1.5;0.36;14;30
12.11.2020 00:33;16;17;19;25;22;0;0.0;9.2;1011;0.0;90.4;19;30;1.5;0.48;18;33
12.11.2020 00:36;17;17;19;25;22;0;0.0;9.2;1011;0.0;90.4;19;29;1.4;0.37;12;32
12.11.2020 00:39;17;17;19;25;22;0;0.0;9.3;1011;0.0;90.4;19;29;1.5;0.37;12;30
12.11.2020 00:42;17;18;19;26;22;0;0.0;9.3;1011;0.0;90.4;19;30;1.6;0.37;19;31
12.11.2020 00:45;17;18;19;26;22;0;0.0;9.3;1011;0.0;90.4;19;29;1.5;0.36;14;31
12.11.2020 00:48;17;18;19;26;22;0;0.0;9.3;1011;0.0;90.4;19;29;1.5;0.35;12;30
12.11.2020 00:51;17;18;19;26;22;0;0.0;9.3;1011;0.0;90.4;19;30;1.5;0.37;13;30
12.11.2020 00:54;17;18;19;26;23;11;0.2;9.3;1011;0.0;90.4;19;30;1.6;0.39;19;30
12.11.2020 00:57;17;18;19;26;23;119;0.3;9.3;1011;0.0;90.4;19;30;1.6;0.36;20;30
12.11.2020 01:00;17;18;19;26;23;115;0.3;9.3;1011;0.0;90.5;19;30;1.6;0.36;18;31
12.11.2020 01:03;17;18;19;26;23;62;0.1;9.3;1011;0.0;90.5;19;30;1.5;0.37;19;31
12.11.2020 01:06;17;18;19;26;23;0;0.0;9.3;1011;0.0;90.5;19;30;1.6;0.36;15;30
12.11.2020 01:09;17;18;19;26;24;0;0.0;9.3;1011;0.0;90.5;19;30;1.5;0.36;14;29
12.11.2020 01:12;17;18;19;26;23;99;0.2;9.3;1011;0.0;90.5;19;30;1.4;0.36;13;29
12.11.2020 01:15;17;18;20;26;24;113;0.4;9.3;1011;0.0;90.5;19;29;1.4;0.37;14;30
12.11.2020 01:18;17;18;20;26;24;116;0.3;9.3;1011;0.0;90.5;19;29;1.4;0.37;16;29
12.11.2020 01:21;17;18;20;26;24;117;0.3;9.3;1011;0.0;90.6;19;29;1.6;0.35;12;30
12.11.2020 01:24;17;18;20;26;24;117;0.4;9.3;1011;0.0;90.6;19;29;1.6;0.36;10;29
12.11.2020 01:27;17;18;19;25;24;117;0.5;9.2;1011;0.0;90.6;19;29;1.6;0.36;13;29
12.11.2020 01:30;17;18;19;25;24;118;0.5;9.2;1010;0.0;90.7;19;29;1.6;0.35;14;28
12.11.2020 01:33;17;18;19;25;25;120;0.5;9.2;1010;0.0;90.8;18;28;1.6;0.36;12;28
12.11.2020 01:36;17;17;19;25;24;119;0.5;9.2;1010;0.0;90.8;18;28;1.5;0.37;11;27
