Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
25.02.2021 00:30;18;30;35;77;79;207;0,4;8,8;1018;0,0;85,0;29;84;2,7;0,61;59;42
25.02.2021 00:33;18;30;35;76;78;207;0,3;8,9;1018;0,0;85,0;30;86;2,7;0,61;64;43
25.02.2021 00:36;18;29;35;76;77;202;0,3;8,9;1018;0,0;85,0;30;86;2,7;0,60;63;42
25.02.2021 00:39;18;29;35;75;77;202;0,3;8,8;1018;0,0;84,9;31;88;2,8;0,60;65;41
25.02.2021 00:42;17;29;34;74;76;202;0,3;8,7;1018;0,0;84,9;33;91;2,8;0,64;60;41
25.02.2021 00:45;17;29;34;75;72;203;0,3;8,6;1018;0,0;84,9;30;86;2,8;0,60;62;41
25.02.2021 00:48;17;28;33;75;71;203;0,3;8,6;1018;0,0;85,0;29;83;2,8;0,60;59;39
25.02.2021 00:51;17;28;33;74;72;202;0,3;8,6;1018;0,0;85,1;28;82;2,8;0,57;59;38
25.02.2021 00:54;17;28;33;71;73;199;0,3;8,6;1018;0,0;85,2;28;81;2,9;0,60;68;37
25.02.2021 00:57;17;28;33;73;72;200;0,3;8,6;1018;0,0;85,2;29;83;3,2;0,58;74;42
25.02.2021 01:00;17;27;33;73;73;202;0,3;8,5;1018;0,0;85,2;30;87;2,9;0,61;63;42
25.02.2021 01:03;16;27;33;73;74;204;0,3;8,5;1018;0,0;85,2;30;85;2,7;0,60;57;39
25.02.2021 01:06;16;27;33;74;75;203;0,4;8,5;1018;0,0;85,3;30;82;2,7;0,60;63;38
25.02.2021 01:09;16;27;33;73;75;206;0,4;8,5;1018;0,0;85,3;30;82;2,7;0,60;68;39
25.02.2021 01:12;16;27;33;72;76;207;0,4;8,5;1018;0,0;85,3;30;82;2,7;0,58;64;39
25.02.2021 01:15;16;27;33;72;75;213;0,3;8,4;1018;0,0;85,3;30;82;2,8;0,60;65;41
25.02.2021 01:18;16;27;33;72;74;206;0,4;8,3;1018;0,0;85,3;30;82;2,7;0,58;65;39
25.02.2021 01:21;16;27;33;72;73;199;0,4;8,2;1018;0,0;85,4;30;81;3,4;0,57;66;38
25.02.2021 01:24;16;27;32;73;72;197;0,4;8,2;1018;0,0;85,6;30;80;3,4;0,57;57;37
25.02.2021 01:27;16;27;33;72;74;200;0,3;8,2;1018;0,0;85,7;29;79;2,8;0,56;56;36
25.02.2021 01:30;16;26;33;72;76;201;0,3;8,2;1018;0,0;85,7;29;79;2,9;0,54;57;36
25.02.2021 01:33;16;27;33;72;77;203;0,4;8,1;1018;0,0;85,7;29;79;2,8;0,54;55;36
25.02.2021 01:36;16;27;34;72;78;205;0,4;8,1;1018;0,0;85,7;29;80;2,8;0,55;57;36
25.02.2021 01:39;16;26;34;72;78;208;0,4;8,1;1018;0,0;85,8;29;79;2,6;0,55;55;36
25.02.2021 01:42;16;26;33;72;75;214;0,4;8,1;1018;0,0;85,9;29;77;2,6;0,54;56;34
25.02.2021 01:45;16;26;33;72;74;207;0,4;8,0;1018;0,0;85,9;29;77;2,5;0,55;56;36
25.02.2021 01:48;16;26;33;72;73;206;0,3;8,0;1018;0,0;86,0;29;77;2,5;0,56;56;33
25.02.2021 01:51;16;26;33;71;73;207;0,3;8,0;1018;0,0;86,0;29;78;2,4;0,56;53;33
25.02.2021 01:54;16;26;33;71;74;205;0,3;7,9;1018;0,0;86,0;29;80;2,4;0,56;53;35
25.02.2021 01:57;16;26;33;71;75;199;0,4;7,9;1018;0,0;86,1;28;78;2,5;0,56;56;33
25.02.2021 02:00;16;26;33;71;76;197;0,4;7,9;1018;0,0;86,1;29;78;2,5;0,57;55;33
25.02.2021 02:03;16;26;32;71;75;201;0,3;7,9;1018;0,0;86,2;29;79;2,9;0,56;58;34
25.02.2021 02:06;16;26;32;70;74;206;0,3;7,8;1018;0,0;86,2;28;78;2,5;0,57;63;33
25.02.2021 02:09;16;26;32;71;73;211;0,2;7,8;1018;0,0;86,2;28;79;2,4;0,54;68;35
25.02.2021 02:12;16;26;32;71;72;209;0,3;7,8;1018;0,0;86,3;28;78;2,7;0,57;56;33
25.02.2021 02:15;16;26;32;71;73;210;0,3;7,8;1018;0,0;86,3;28;77;3,5;0,55;54;32
25.02.2021 02:18;16;26;33;70;74;206;0,2;7,8;1018;0,0;86,4;27;76;2,4;0,52;51;32
25.02.2021 02:21;16;26;33;70;75;206;0,0;7,7;1018;0,0;86,4;28;77;2,5;0,51;56;33
25.02.2021 02:24;16;26;32;70;75;204;0,1;7,7;1018;0,0;86,4;29;77;2,6;0,52;53;34
25.02.2021 02:27;16;26;32;70;75;203;0,3;7,6;1018;0,0;86,5;28;77;2,5;0,50;53;33
25.02.2021 02:30;16;26;32;70;75;203;0,3;7,6;1018;0,0;86,6;28;77;2,4;0,49;51;34
25.02.2021 02:33;16;25;32;70;72;203;0,3;7,6;1018;0,0;86,7;28;77;2,3;0,51;48;33
25.02.2021 02:36;16;25;32;69;73;203;0,3;7,7;1018;0,0;86,7;29;78;2,3;0,50;49;33
