Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
13.11.2020 00:30;15;15;17;20;23;200;0.4;5.3;1011;0.0;89.2;14;29;2.9;0.50;42;19
13.11.2020 00:33;15;15;17;24;23;200;0.4;5.3;1011;0.0;89.3;14;30;2.8;0.50;49;23
13.11.2020 00:36;16;16;18;91;23;204;0.2;5.3;1011;0.0;89.3;15;31;2.9;0.52;39;22
13.11.2020 00:39;16;16;18;105;24;342;0.0;5.4;1011;0.0;89.4;16;34;3.1;0.52;56;23
13.11.2020 00:42;16;15;18;105;24;0;0.0;5.4;1011;0.0;89.5;16;35;3.2;0.59;55;23
13.11.2020 00:45;17;14;19;116;25;359;0.0;5.5;1011;0.0;89.5;17;38;3.0;0.54;50;23
13.11.2020 00:48;17;13;19;104;25;205;0.0;5.5;1011;0.0;89.6;16;37;2.9;0.51;47;21
13.11.2020 00:51;17;12;19;101;25;203;0.2;5.6;1011;0.0;89.6;16;37;2.9;0.49;51;20
13.11.2020 00:54;17;11;19;100;24;203;0.3;5.7;1011;0.0;89.8;16;38;2.9;0.49;35;20
13.11.2020 00:57;17;11;18;98;23;203;0.3;5.8;1011;0.0;89.9;16;39;3.1;0.49;35;20
13.11.2020 01:00;16;10;18;97;22;202;0.3;5.9;1011;0.0;90.0;15;37;3.1;0.50;37;21
13.11.2020 01:03;16;10;18;96;21;203;0.1;6.0;1011;0.0;90.1;15;36;2.9;0.50;34;22
13.11.2020 01:06;16;11;17;96;21;202;0.3;6.0;1011;0.0;90.1;14;34;2.7;0.48;40;22
13.11.2020 01:09;16;11;17;94;20;202;0.3;6.1;1011;0.0;90.1;13;33;2.5;0.47;35;22
13.11.2020 01:12;16;11;17;92;20;199;0.4;6.0;1011;0.0;90.2;13;32;2.4;0.47;33;20
13.11.2020 01:15;16;11;17;90;19;198;0.4;6.0;1011;0.0;90.2;13;31;2.3;0.45;32;22
13.11.2020 01:18;15;11;17;87;19;199;0.4;5.9;1011;0.0;90.3;13;31;2.3;0.45;30;22
13.11.2020 01:21;15;11;16;85;18;201;0.3;5.9;1011;0.0;90.4;14;31;2.3;0.46;36;21
13.11.2020 01:24;15;11;16;83;18;231;0.0;5.9;1011;0.0;90.5;14;30;2.4;0.46;37;21
13.11.2020 01:27;15;10;16;81;17;0;0.0;5.8;1011;0.0;90.5;14;29;2.3;0.44;38;22
13.11.2020 01:30;14;10;15;79;16;0;0.0;5.8;1011;0.0;90.5;13;26;2.2;0.44;34;22
13.11.2020 01:33;14;10;15;77;16;0;0.0;5.8;1011;0.0;90.6;12;26;2.2;0.44;37;25
13.11.2020 01:36;13;10;14;76;15;0;0.0;5.8;1011;0.0;90.6;12;27;2.2;0.48;35;22
13.11.2020 01:39;13;9;14;74;15;0;0.0;5.8;1011;0.0;90.6;13;29;2.3;0.50;41;20
13.11.2020 01:42;13;9;14;73;15;342;0.0;5.8;1011;0.0;90.6;13;29;2.5;0.49;46;20
13.11.2020 01:45;13;9;14;72;15;199;0.2;5.8;1011;0.0;90.6;13;28;2.4;0.48;43;19
13.11.2020 01:48;13;9;14;70;15;217;0.0;5.9;1011;0.0;90.7;13;28;2.2;0.50;68;18
13.11.2020 01:51;13;9;14;69;15;0;0.0;5.9;1011;0.0;90.7;13;28;2.3;0.48;64;22
13.11.2020 01:54;13;9;14;68;15;0;0.0;6.0;1010;0.0;90.8;13;28;2.3;0.52;65;20
13.11.2020 01:57;13;9;14;67;16;0;0.0;6.1;1010;0.0;90.8;12;27;2.2;0.45;35;23
13.11.2020 02:00;13;10;14;67;16;0;0.0;6.2;1010;0.0;90.8;11;26;2.0;0.43;27;25
13.11.2020 02:03;13;10;14;66;17;0;0.0;6.2;1011;0.0;90.8;10;24;1.8;0.41;33;27
13.11.2020 02:06;13;9;14;65;17;0;0.0;6.3;1011;0.0;90.8;11;24;1.8;0.42;28;25
13.11.2020 02:09;14;10;15;65;17;0;0.0;6.3;1010;0.0;90.8;11;25;1.9;0.44;32;23
13.11.2020 02:12;14;10;15;64;18;201;0.0;6.3;1010;0.0;90.8;11;24;1.9;0.44;29;22
13.11.2020 02:15;14;10;15;63;17;198;0.0;6.3;1010;0.0;90.9;11;24;1.8;0.41;28;23
13.11.2020 02:18;14;9;15;62;17;198;0.3;6.2;1010;0.0;90.9;11;23;1.7;0.42;29;23
13.11.2020 02:21;13;9;14;60;17;196;0.3;6.2;1011;0.0;91.0;10;24;1.7;0.40;31;24
13.11.2020 02:24;13;9;14;59;17;196;0.3;6.2;1010;0.0;91.1;11;25;1.7;0.39;35;26
13.11.2020 02:27;13;11;14;59;16;194;0.4;6.1;1011;0.0;91.1;11;23;2.0;0.40;31;24
13.11.2020 02:30;13;10;14;58;16;197;0.4;6.0;1011;0.0;91.2;11;23;1.8;0.42;35;23
13.11.2020 02:33;13;9;14;57;16;192;0.4;6.0;1011;0.0;91.2;10;22;1.8;0.41;38;25
13.11.2020 02:36;13;9;14;55;15;195;0.4;5.9;1011;0.0;91.2;10;22;1.7;0.39;32;25
13.11.2020 02:39;13;9;14;54;15;196;0.3;5.8;1011;0.0;91.3;10;21;1.6;0.38;30;25
13.11.2020 02:42;13;8;14;53;15;204;0.3;5.8;1011;0.0;91.3;11;22;1.7;0.39;35;23
13.11.2020 02:45;12;8;13;52;14;198;0.3;5.8;1011;0.0;91.4;11;24;1.9;0.41;34;25
13.11.2020 02:48;12;9;13;51;14;222;0.3;5.7;1011;0.0;91.4;10;24;1.9;0.43;41;25
13.11.2020 02:51;12;8;12;49;14;0;0.1;5.7;1011;0.0;91.5;10;25;1.9;0.44;47;25
13.11.2020 02:54;11;8;12;48;14;337;0.1;5.7;1011;0.0;91.5;9;25;1.9;0.44;48;24
13.11.2020 02:57;11;8;12;47;14;202;0.3;5.7;1010;0.0;91.5;9;26;1.9;0.44;50;25
13.11.2020 03:00;11;8;12;46;14;200;0.4;5.6;1010;0.0;91.5;10;25;1.9;0.44;50;26
13.11.2020 03:03;11;7;12;45;14;227;0.4;5.6;1010;0.0;91.6;10;23;2.0;0.44;46;24
13.11.2020 03:06;11;8;11;44;14;269;0.4;5.6;1010;0.0;91.7;10;21;2.0;0.43;48;25
13.11.2020 03:09;11;8;11;43;13;289;0.3;5.6;1010;0.0;91.7;10;20;1.8;0.42;43;26
13.11.2020 03:12;11;7;11;43;13;309;0.0;5.6;1010;0.0;91.8;11;20;1.8;0.42;42;25
13.11.2020 03:15;11;7;11;42;13;0;0.0;5.6;1010;0.0;91.8;11;19;1.8;0.41;46;27
13.11.2020 03:18;11;8;11;42;13;0;0.0;5.7;1010;0.0;91.7;10;18;1.8;0.41;47;28
