Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
23.02.2021 00:30;28;33;31;47;39;201;0,3;7,0;1018;0,0;79,7;35;55;2,8;0,68;71;36
23.02.2021 00:33;28;33;31;47;39;203;0,0;6,9;1018;0,0;79,7;35;56;2,8;0,65;63;37
23.02.2021 00:36;28;33;31;46;39;200;0,0;6,9;1018;0,0;79,7;36;56;3,1;0,66;76;39
23.02.2021 00:39;28;33;31;47;39;195;0,3;6,9;1018;0,0;79,7;37;58;2,9;0,61;46;37
23.02.2021 00:42;28;32;31;46;39;193;0,4;7,0;1018;0,0;79,7;39;66;2,9;0,60;41;33
23.02.2021 00:45;28;32;31;46;38;195;0,3;7,0;1018;0,0;79,7;38;63;3,1;0,62;48;34
23.02.2021 00:48;28;32;31;46;37;197;0,3;7,0;1018;0,0;79,7;36;59;2,9;0,64;57;35
23.02.2021 00:51;28;32;31;46;37;197;0,3;6,9;1018;0,0;79,6;36;59;2,9;0,64;51;35
23.02.2021 00:54;28;33;31;47;37;197;0,4;6,9;1018;0,0;79,7;37;63;3,1;0,58;42;35
23.02.2021 00:57;28;33;31;47;37;196;0,4;6,9;1018;0,0;79,8;37;61;3,6;0,64;54;34
23.02.2021 01:00;28;33;31;46;37;195;0,4;6,8;1018;0,0;79,9;36;58;3,1;0,67;83;43
23.02.2021 01:03;28;33;31;46;37;197;0,3;6,8;1018;0,0;80,0;36;57;2,8;0,65;66;38
23.02.2021 01:06;28;33;31;46;37;200;0,3;6,8;1018;0,0;80,0;35;56;2,7;0,65;78;36
23.02.2021 01:09;28;32;31;45;37;200;0,4;6,7;1018;0,0;80,1;35;56;2,7;0,63;91;41
23.02.2021 01:12;28;32;31;45;38;198;0,4;6,7;1018;0,0;80,2;35;55;2,6;0,63;50;36
23.02.2021 01:15;28;32;31;45;38;197;0,4;6,7;1018;0,0;80,2;35;55;2,5;0,64;53;35
23.02.2021 01:18;28;32;31;45;38;204;0,1;6,7;1018;0,0;80,3;35;55;2,5;0,64;53;34
23.02.2021 01:21;28;32;31;45;38;205;0,0;6,6;1018;0,0;80,4;35;56;2,5;0,60;46;33
23.02.2021 01:24;28;32;31;45;37;204;0,2;6,6;1018;0,0;80,5;36;56;2,6;0,60;50;32
23.02.2021 01:27;28;33;31;46;37;204;0,3;6,6;1018;0,0;80,6;36;57;2,5;0,60;47;32
23.02.2021 01:30;28;32;31;46;37;205;0,3;6,6;1019;0,0;80,6;36;57;2,5;0,63;60;36
23.02.2021 01:33;28;32;31;46;38;206;0,3;6,6;1019;0,0;80,7;36;55;2,5;0,62;50;34
23.02.2021 01:36;28;32;31;45;38;204;0,3;6,6;1019;0,0;80,7;36;55;2,5;0,62;50;33
23.02.2021 01:39;28;32;31;45;38;201;0,3;6,5;1019;0,0;80,7;36;55;2,5;0,62;51;32
23.02.2021 01:42;28;32;31;46;38;200;0,3;6,5;1019;0,0;80,8;36;55;2,5;0,64;71;33
23.02.2021 01:45;28;32;31;45;38;205;0,3;6,5;1019;0,0;80,9;36;56;2,5;0,63;65;34
23.02.2021 01:48;28;32;31;45;38;205;0,3;6,4;1019;0,0;81,0;36;57;2,6;0,61;69;42
23.02.2021 01:51;28;32;31;45;38;200;0,4;6,4;1019;0,0;81,1;36;57;2,6;0,60;48;33
23.02.2021 01:54;28;31;31;45;39;194;0,5;6,4;1019;0,0;81,2;36;57;2,7;0,60;48;33
23.02.2021 01:57;28;31;31;45;39;196;0,4;6,3;1019;0,0;81,3;36;55;2,6;0,61;50;32
23.02.2021 02:00;28;31;31;45;38;200;0,3;6,3;1019;0,0;81,4;35;54;2,5;0,62;51;30
