Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
15.11.2020 00:30;24;28;26;30;34;0;0.0;9.6;1005;0.0;87.7;34;52;5.3;0.73;61;35
15.11.2020 00:33;24;28;26;30;33;0;0.0;9.5;1005;0.0;87.8;35;54;5.6;0.75;74;32
15.11.2020 00:36;24;28;26;30;33;225;0.0;9.4;1005;0.0;87.7;34;55;5.4;0.74;88;36
15.11.2020 00:39;24;28;26;30;32;205;0.3;9.4;1005;0.0;87.8;34;57;5.1;0.74;90;37
15.11.2020 00:42;24;28;25;31;31;206;0.3;9.3;1005;0.0;87.8;33;52;4.9;0.70;73;33
15.11.2020 00:45;23;28;25;31;31;243;0.2;9.3;1005;0.0;88.0;32;51;4.6;0.69;81;35
15.11.2020 00:48;23;28;25;31;31;0;0.0;9.2;1005;0.0;88.0;34;54;4.7;0.69;66;31
15.11.2020 00:51;23;28;25;31;31;0;0.0;9.2;1005;0.0;88.1;33;53;4.8;0.78;70;28
15.11.2020 00:54;23;28;25;31;31;224;0.0;9.1;1005;0.0;88.1;29;47;4.7;0.77;63;27
15.11.2020 00:57;23;27;25;31;31;203;0.3;9.0;1005;0.0;88.1;30;48;4.6;0.71;61;27
15.11.2020 01:00;23;27;25;31;30;200;0.3;9.0;1005;0.0;88.2;30;48;5.7;0.71;77;28
15.11.2020 01:03;23;27;25;31;30;198;0.2;9.1;1005;0.0;88.3;29;46;4.9;0.77;68;29
15.11.2020 01:06;23;27;25;31;29;343;0.0;9.1;1005;0.0;88.4;30;47;4.6;0.96;65;26
15.11.2020 01:09;23;27;25;31;28;199;0.0;9.2;1005;0.0;88.4;29;46;4.6;0.70;60;26
15.11.2020 01:12;23;27;25;31;28;200;0.0;9.2;1005;0.0;88.4;30;50;4.6;0.75;154;33
15.11.2020 01:15;23;26;24;31;28;206;0.2;9.1;1005;0.0;88.3;31;50;5.4;1.14;114;29
15.11.2020 01:18;22;27;24;31;27;212;0.0;9.1;1005;0.0;88.3;33;51;5.0;0.72;65;27
15.11.2020 01:21;22;27;24;31;27;0;0.0;9.1;1005;0.0;88.4;34;52;4.9;0.71;75;27
15.11.2020 01:24;22;27;24;31;28;222;0.0;9.1;1005;0.0;88.4;36;55;5.0;0.73;94;30
