Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
24.02.2021 00:30;18;25;28;48;51;357;0,0;9,1;1022;0,0;84,5;28;61;2,8;0,59;42;37
24.02.2021 00:33;18;25;28;48;51;0;0,0;9,1;1022;0,0;84,6;29;62;2,9;0,63;48;38
24.02.2021 00:36;18;25;28;48;50;0;0,0;9,2;1022;0,0;84,6;28;60;2,8;0,60;40;37
24.02.2021 00:39;18;25;27;48;48;261;0,0;9,2;1022;0,0;84,5;27;57;2,8;0,59;36;36
24.02.2021 00:42;18;26;27;50;47;208;0,0;9,2;1022;0,0;84,5;27;57;2,7;0,59;39;34
24.02.2021 00:45;18;26;27;51;47;0;0,0;9,2;1022;0,0;84,6;28;59;3,0;0,59;51;37
24.02.2021 00:48;18;27;27;51;47;0;0,0;9,2;1022;0,0;84,6;28;59;3,0;0,59;40;36
24.02.2021 00:51;18;27;27;51;47;0;0,0;9,2;1022;0,0;84,7;28;59;2,7;0,58;39;36
24.02.2021 00:54;19;27;28;51;48;0;0,0;9,2;1022;0,0;84,7;28;58;2,6;0,58;39;37
24.02.2021 00:57;19;27;28;51;48;0;0,0;9,1;1022;0,0;84,6;28;58;2,7;0,57;53;38
24.02.2021 01:00;19;27;28;50;48;0;0,0;9,1;1022;0,0;84,6;28;59;2,7;0,57;58;42
24.02.2021 01:03;19;27;28;50;48;0;0,0;9,1;1022;0,0;84,7;28;59;2,7;0,57;41;39
24.02.2021 01:06;19;26;28;50;48;0;0,0;9,1;1022;0,0;84,7;27;58;2,7;0,56;58;40
24.02.2021 01:09;19;26;28;51;49;283;0,1;9,1;1022;0,0;84,7;28;59;2,7;0,58;68;46
24.02.2021 01:12;19;26;28;51;50;206;0,3;9,0;1022;0,0;84,7;28;58;2,7;0,65;53;41
24.02.2021 01:15;19;26;28;50;49;202;0,4;9,0;1022;0,0;84,8;28;58;2,7;0,57;52;40
24.02.2021 01:18;19;26;28;50;51;205;0,3;9,0;1022;0,0;84,9;28;58;2,8;0,57;39;36
24.02.2021 01:21;19;26;28;51;50;206;0,3;9,0;1022;0,0;84,8;29;60;2,9;0,57;41;37
24.02.2021 01:24;19;26;28;50;50;208;0,3;8,9;1022;0,0;84,9;28;60;2,7;0,57;39;35
24.02.2021 01:27;19;25;28;49;51;214;0,4;8,9;1022;0,0;84,9;26;56;2,5;0,54;37;35
24.02.2021 01:30;19;25;28;48;52;216;0,5;8,9;1022;0,0;85,0;26;55;2,5;0,54;35;33
24.02.2021 01:33;18;24;28;47;51;217;0,5;8,8;1023;0,0;85,0;26;56;2,5;0,55;39;33
