Zeitpunkt;Z_PM1;Z_PM25;Z_PM25_APDA;Z_PM10;Z_PM10_APDA;Z_PM_WR;Z_PM_WG;Z_PM_Temp;Z_PM_pL;Z_PM_Nieder;Z_PM_rF;P_PM25;P_PM10;P_Ru;P_CO;P_NO;P_NO2
02.12.2020 00:30;24;23;26;36;27;75;0.5;3.3;1009;0.0;90.8;25;36;1.8;0.47;45;44
02.12.2020 00:33;24;24;26;37;27;70;0.5;3.3;1009;0.0;90.8;26;36;1.8;0.46;29;34
02.12.2020 00:36;24;24;26;37;27;50;0.5;3.3;1009;0.0;90.8;26;36;1.8;0.44;30;34
02.12.2020 00:39;25;25;27;38;27;38;0.6;3.3;1009;0.0;90.8;27;36;1.8;0.47;23;33
02.12.2020 00:42;25;25;27;38;27;34;0.5;3.3;1009;0.0;90.8;27;36;1.7;0.43;23;32
02.12.2020 00:45;25;26;27;38;28;48;0.5;3.3;1009;0.0;90.8;28;37;1.9;0.43;20;32
02.12.2020 00:48;25;27;27;38;28;53;0.5;3.3;1008;0.0;90.8;28;37;2.5;0.43;18;32
02.12.2020 00:51;26;27;28;38;28;49;0.5;3.3;1008;0.0;90.8;28;37;1.8;0.41;13;30
02.12.2020 00:54;26;27;28;37;28;34;0.4;3.3;1008;0.0;90.7;29;38;1.7;0.42;15;31
02.12.2020 00:57;26;27;28;37;28;0;0.3;3.3;1008;0.0;90.7;29;37;1.6;0.40;14;31
02.12.2020 01:00;26;28;28;36;28;81;0.3;3.3;1008;0.0;90.6;28;35;1.6;0.39;11;31
02.12.2020 01:03;26;28;27;35;28;0;0.1;3.3;1008;0.0;90.6;28;35;1.5;0.39;11;30
02.12.2020 01:06;25;28;27;35;28;0;0.0;3.3;1008;0.0;90.5;28;35;1.5;0.39;15;30
02.12.2020 01:09;25;28;27;34;28;0;0.3;3.3;1008;0.0;90.4;27;34;1.5;0.39;16;31
02.12.2020 01:12;25;28;26;33;27;20;0.4;3.3;1008;0.0;90.3;27;34;1.5;0.39;11;30
02.12.2020 01:15;24;27;26;32;27;13;0.6;3.3;1008;0.0;90.3;27;34;1.4;0.39;11;30
02.12.2020 01:18;24;27;25;31;26;13;0.7;3.3;1008;0.0;90.3;27;34;1.5;0.39;15;31
02.12.2020 01:21;24;27;25;31;26;25;0.7;3.3;1008;0.0;90.3;27;33;1.5;0.39;11;31
02.12.2020 01:24;23;27;24;31;25;45;0.5;3.3;1008;0.0;90.3;26;32;1.4;0.38;10;30
02.12.2020 01:27;23;27;24;31;24;60;0.4;3.3;1008;0.0;90.4;26;32;1.4;0.38;10;30
02.12.2020 01:30;23;27;24;31;24;77;0.3;3.3;1008;0.0;90.3;26;32;1.4;0.38;10;29
