ID;DATETIME_UTC;SPEED_KM;ALT;LAT;LON;SATS;HDOP;AGE;PM1;PM25;PM10;TA;RH;HPA;Bin0_Bound_0.35;Bin1_Bound_0.46; Bin2_Bound_0.66; Bin3_Bound_1.0;Bin4_Bound_1.3; Bin5_Bound_1.7; Bin6_Bound_2.3;Bin7_Bound_3.0; Bin8_Bound_4.0; Bin9_Bound_5.2;Bin10_Bound_6.5; Bin11_Bound_8.0; Bin12_Bound_10.0;Bin13_Bound_12.0; Bin14_Bound_14.0;Bin15_Bound_16.0;Bin16_Bound_18.0;Bin17_Bound_20.0;Bin18_Bound_22.0;Bin19_Bound_25.0;Bin20_Bound_28.0;Bin21_Bound_31.0;Bin22_Bound_34.0;Bin23_Bound_37.0;rejectCountGlitch;rejectCountLongTOF;sampleFlowRate_SFR(mL/s)?;laserStatus;samplingPeriod(s);opcN3temp;opcN3hum 
 1;25.02.2021 14:53:17;0;114;49.995071;8.273872;8;93;35;4.18;18.17;99.30;21.57;36.03;1015;19;8;7;1;3;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.46;623;0.49;21.71;36.73
2;25.02.2021 14:53:18;0;114;49.995071;8.273872;8;93;35;7.02;31.28;120.72;21.54;36.03;1015;20;10;9;3;7;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.21;623;0.49;21.73;36.64
3;25.02.2021 14:53:19;0;114;49.995075;8.273873;8;93;34;7.00;51.81;123.70;21.57;35.99;1015;24;13;10;3;4;6;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.44;622;0.49;21.76;36.53
4;25.02.2021 14:53:20;0;113;49.995079;8.273875;8;93;35;8.61;55.56;283.70;21.57;35.85;1015;20;13;11;9;5;5;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.41;621;0.49;21.77;36.45
5;25.02.2021 14:53:21;0;113;49.995079;8.273877;8;93;34;6.21;51.94;74.70;21.60;35.75;1015;23;8;2;0;10;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.45;621;0.49;21.80;36.33
6;25.02.2021 14:53:22;0;113;49.995083;8.273880;8;93;0;5.31;47.11;89.71;21.58;35.64;1015;27;7;4;2;5;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.48;621;0.49;21.81;36.26
7;25.02.2021 14:53:23;0;112;49.995083;8.273882;8;93;34;4.99;50.93;248.73;21.58;35.53;1015;16;13;4;2;3;6;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.52;621;0.49;21.82;36.15
8;25.02.2021 14:53:24;0;112;49.995087;8.273883;8;93;0;5.08;50.48;415.22;21.58;35.54;1015;32;12;5;2;2;5;5;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.56;621;0.49;21.85;36.04
9;25.02.2021 14:53:25;0;111;49.995087;8.273887;9;86;0;9.38;59.04;260.49;21.58;35.45;1015;31;9;17;3;12;3;5;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.61;621;0.49;21.91;35.94
10;25.02.2021 14:53:26;0;111;49.995087;8.273887;9;86;36;6.23;40.60;513.35;21.57;35.39;1015;28;13;10;2;4;5;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.55;620;0.49;21.91;35.78
11;25.02.2021 14:53:27;0;110;49.995090;8.273888;9;86;0;7.55;48.05;84.35;21.56;35.27;1015;27;9;9;4;9;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.58;621;0.49;21.93;35.71
12;25.02.2021 14:53:28;0;109;49.995090;8.273890;9;86;0;8.82;76.79;152.26;21.60;35.14;1015;39;7;15;1;10;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3.72;621;0.49;21.96;35.63
13;25.02.2021 14:53:29;0;109;49.995090;8.273892;9;86;36;7.01;35.42;86.23;21.57;35.13;1015;21;14;5;9;6;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.67;622;0.49;21.96;35.50
14;25.02.2021 14:53:30;0;109;49.995094;8.273892;9;86;36;6.17;54.27;422.78;21.58;35.09;1015;35;12;6;0;6;8;6;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.69;622;0.49;21.98;35.41
