ID;DATETIME_UTC;SPEED_KM;ALT;LAT;LON;SATS;HDOP;AGE;PM1;PM25;PM10;TA;RH;HPA;Bin0_Bound_0.35;Bin1_Bound_0.46; Bin2_Bound_0.66; Bin3_Bound_1.0;Bin4_Bound_1.3; Bin5_Bound_1.7; Bin6_Bound_2.3;Bin7_Bound_3.0; Bin8_Bound_4.0; Bin9_Bound_5.2;Bin10_Bound_6.5; Bin11_Bound_8.0; Bin12_Bound_10.0;Bin13_Bound_12.0; Bin14_Bound_14.0;Bin15_Bound_16.0;Bin16_Bound_18.0;Bin17_Bound_20.0;Bin18_Bound_22.0;Bin19_Bound_25.0;Bin20_Bound_28.0;Bin21_Bound_31.0;Bin22_Bound_34.0;Bin23_Bound_37.0;rejectCountGlitch;rejectCountLongTOF;sampleFlowRate_SFR(mL/s)?;laserStatus;samplingPeriod(s);opcN3temp;opcN3hum 
 1;17.11.2020 15:41:18;0;93;49.995033;8.273835;7;131;34;3.29;4.31;4.32;15.49;64.70;1020;22;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.55;637;0.49;18.18;56.47
2;17.11.2020 15:41:19;0;93;49.995033;8.273835;7;131;35;2.31;12.42;20.62;15.51;64.74;1020;28;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.61;637;0.49;18.18;56.43
3;17.11.2020 15:41:20;0;93;49.995033;8.273835;7;131;34;1.37;1.52;1.52;15.51;64.77;1020;21;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.64;638;0.49;18.20;56.37
4;17.11.2020 15:41:21;0;93;49.995033;8.273835;7;131;35;3.32;7.61;8.09;15.49;64.72;1020;20;4;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.65;639;0.49;18.21;56.30
5;17.11.2020 15:41:22;0;93;49.995033;8.273835;7;131;34;2.94;23.23;54.20;15.49;64.74;1020;31;6;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.67;639;0.49;18.24;56.27
6;17.11.2020 15:41:23;0;93;49.995033;8.273835;7;131;34;2.88;7.27;8.75;15.51;64.73;1020;26;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.68;639;0.49;18.22;56.20
7;17.11.2020 15:41:24;0;93;49.995033;8.273835;7;131;34;4.06;27.64;40.48;15.48;64.76;1020;26;6;0;1;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.67;639;0.49;18.25;56.21
8;17.11.2020 15:41:25;0;93;49.995033;8.273835;7;131;33;3.86;14.52;21.56;15.49;64.80;1020;29;4;3;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.67;639;0.49;18.25;56.17
9;17.11.2020 15:41:26;0;93;49.995033;8.273835;7;131;34;2.20;2.50;2.51;15.49;64.83;1020;24;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.62;639;0.49;18.27;56.10
10;17.11.2020 15:41:27;0;93;49.995033;8.273835;7;131;33;5.14;28.92;41.92;15.49;64.82;1020;26;3;5;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2.60;639;0.49;18.29;56.05
11;17.11.2020 15:41:28;0;93;49.995033;8.273835;7;131;33;3.13;3.85;3.85;15.48;64.81;1020;23;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.44;638;0.49;18.28;56.04
12;17.11.2020 15:41:29;0;93;49.995033;8.273835;7;131;34;3.59;6.39;6.67;15.48;64.82;1020;31;5;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.45;638;0.49;18.29;55.98
13;17.11.2020 15:41:30;0;93;49.995033;8.273835;7;131;34;5.62;26.55;38.07;15.48;64.84;1020;29;8;4;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.35;638;0.49;18.32;55.92
14;17.11.2020 15:41:31;0;93;49.995033;8.273835;7;131;34;3.32;11.80;19.35;15.48;64.84;1020;28;4;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2.33;638;0.49;18.31;55.89
15;17.11.2020 15:41:32;0;93;49.995033;8.273835;7;131;34;4.39;18.39;27.78;15.46;64.83;1020;28;8;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2.35;638;0.49;18.33;55.81
16;17.11.2020 15:41:33;0;93;49.995033;8.273835;7;131;34;2.77;18.40;99.47;15.46;64.84;1020;24;4;2;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.41;638;0.49;18.33;55.77
17;17.11.2020 15:41:34;0;93;49.995033;8.273835;7;131;34;3.52;7.62;7.96;15.46;64.82;1020;22;1;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.42;637;0.49;18.36;55.77
18;17.11.2020 15:41:35;0;93;49.995033;8.273835;7;131;34;3.74;11.96;19.40;15.49;64.85;1020;25;3;6;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.36;638;0.49;18.36;55.67
19;17.11.2020 15:41:36;0;93;49.995033;8.273835;7;131;34;3.99;10.14;12.00;15.48;64.90;1020;25;7;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2.41;637;0.49;18.36;55.63
20;17.11.2020 15:41:37;0;93;49.995033;8.273835;7;131;34;1.93;6.22;62.51;15.49;64.88;1020;23;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.43;637;0.49;18.38;55.60
21;17.11.2020 15:41:38;0;93;49.995033;8.273835;7;131;34;3.98;11.59;13.48;15.48;64.87;1020;19;5;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.48;637;0.49;18.39;55.55
22;17.11.2020 15:41:39;0;93;49.995033;8.273835;7;131;34;2.48;12.51;35.74;15.49;64.88;1020;22;3;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.50;637;0.49;18.42;55.51
23;17.11.2020 15:41:40;0;93;49.995033;8.273835;7;131;34;2.66;13.87;37.31;15.46;64.87;1020;18;4;3;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.50;637;0.49;18.42;55.42
24;17.11.2020 15:41:41;0;93;49.995033;8.273835;7;131;34;4.42;18.17;28.47;15.49;64.83;1020;26;8;6;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.40;637;0.49;18.44;55.42
