ID;DATETIME_UTC;SPEED_KM;ALT;LAT;LON;SATS;HDOP;AGE;PM1;PM25;PM10;TA;RH;HPA;Bin0_Bound_0.35;Bin1_Bound_0.46; Bin2_Bound_0.66; Bin3_Bound_1.0;Bin4_Bound_1.3; Bin5_Bound_1.7; Bin6_Bound_2.3;Bin7_Bound_3.0; Bin8_Bound_4.0; Bin9_Bound_5.2;Bin10_Bound_6.5; Bin11_Bound_8.0; Bin12_Bound_10.0;Bin13_Bound_12.0; Bin14_Bound_14.0;Bin15_Bound_16.0;Bin16_Bound_18.0;Bin17_Bound_20.0;Bin18_Bound_22.0;Bin19_Bound_25.0;Bin20_Bound_28.0;Bin21_Bound_31.0;Bin22_Bound_34.0;Bin23_Bound_37.0;rejectCountGlitch;rejectCountLongTOF;sampleFlowRate_SFR(mL/s)?;laserStatus;samplingPeriod(s);opcN3temp;opcN3hum 
 1;18.11.2020 14:28:16;0;158;50.001266;8.261157;7;127;35;6.48;10.87;11.37;16.17;56.73;1015;57;13;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.36;638;0.49;19.32;48.17
2;18.11.2020 14:28:18;0;158;50.001266;8.261157;7;127;34;4.78;10.50;11.24;16.18;56.78;1015;47;5;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.40;638;0.49;19.37;48.11
3;18.11.2020 14:28:19;0;158;50.001266;8.261157;7;127;0;1.70;2.01;2.01;16.16;56.79;1015;16;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2.35;638;0.49;19.41;48.06
4;18.11.2020 14:28:20;0;158;50.001266;8.261157;7;155;0;2.86;9.00;16.27;16.18;56.80;1015;29;4;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.33;638;0.49;19.41;48.00
5;18.11.2020 14:28:21;0;158;50.001266;8.261157;7;155;0;2.53;2.74;2.74;16.16;56.84;1015;31;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2.33;638;0.49;19.41;47.97
6;18.11.2020 14:28:22;0;158;50.001266;8.261157;7;155;0;3.40;3.90;3.90;16.17;56.85;1015;35;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.26;638;0.49;19.41;47.96
7;18.11.2020 14:28:23;0;158;50.001266;8.261157;7;155;0;5.26;13.85;16.21;16.17;56.89;1015;48;5;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.14;638;0.49;19.42;47.88
8;18.11.2020 14:28:24;0;158;50.001266;8.261157;7;127;0;3.98;5.95;6.02;16.14;56.85;1015;29;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.16;638;0.49;19.41;47.86
9;18.11.2020 14:28:25;0;158;50.001266;8.261157;7;155;0;5.45;8.59;8.70;16.16;56.89;1015;35;3;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.14;637;0.49;19.44;47.82
10;18.11.2020 14:28:26;0;158;50.001266;8.261157;7;155;0;6.23;16.93;19.52;16.14;56.90;1015;34;11;5;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2.18;637;0.49;19.44;47.82
11;18.11.2020 14:28:27;0;158;50.001266;8.261157;7;155;0;2.51;6.11;331.65;16.14;56.91;1015;34;3;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2.15;637;0.49;19.46;47.75
12;18.11.2020 14:28:28;0;158;50.001266;8.261157;7;155;0;5.15;8.44;8.75;16.14;56.94;1015;45;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.20;637;0.49;19.46;47.78
13;18.11.2020 14:28:30;0;158;50.001266;8.261157;7;155;35;4.00;11.25;19.16;16.11;56.94;1015;41;5;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.15;637;0.49;19.49;47.68
14;18.11.2020 14:28:31;0;158;50.001266;8.261157;7;127;0;4.87;7.83;8.13;16.14;56.96;1015;55;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.23;636;0.49;19.52;47.66
15;18.11.2020 14:28:32;0;158;50.001266;8.261157;7;155;0;4.60;12.58;36.39;16.13;56.96;1015;43;6;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.28;636;0.49;19.51;47.62
16;18.11.2020 14:28:33;0;158;50.001266;8.261157;7;127;0;5.25;23.30;29.02;16.13;56.97;1015;33;6;1;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.37;637;0.49;19.51;47.62
17;18.11.2020 14:28:34;0;158;50.001266;8.261157;7;127;0;3.22;8.96;10.81;16.13;56.98;1015;31;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.41;641;0.49;19.51;47.54
18;18.11.2020 14:28:35;0;158;50.001266;8.261157;7;127;0;3.51;9.87;11.79;16.11;56.98;1015;36;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2.37;641;0.49;19.51;47.49
19;18.11.2020 14:28:37;0;158;50.001266;8.261157;7;127;35;5.68;14.11;15.16;16.10;56.98;1015;41;7;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.32;642;0.49;19.55;47.47
20;18.11.2020 14:28:38;0;158;50.001266;8.261157;7;127;0;5.41;20.36;29.87;16.10;57.00;1015;29;10;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.33;642;0.49;19.58;47.41
21;18.11.2020 14:28:40;0;158;50.001266;8.261157;7;127;36;5.14;12.64;13.52;16.11;57.02;1015;37;6;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.17;642;0.49;19.56;47.34
22;18.11.2020 14:28:41;0;158;50.001266;8.261157;7;127;0;4.04;6.70;6.98;16.10;57.04;1015;29;6;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2.12;641;0.49;19.56;47.33
23;18.11.2020 14:28:43;0;158;50.001266;8.261157;7;127;35;4.20;18.81;30.09;16.10;57.06;1015;41;4;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.19;639;0.49;19.61;47.25
24;18.11.2020 14:28:44;0;158;50.001266;8.261157;7;127;0;3.96;14.69;24.33;16.10;57.06;1015;38;5;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2.16;640;0.49;19.61;47.24
25;18.11.2020 14:28:46;0;158;50.001266;8.261157;7;155;35;5.46;18.24;22.28;16.07;57.07;1015;46;6;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2.23;638;0.49;19.62;47.18
26;18.11.2020 14:28:47;0;158;50.001266;8.261157;7;127;0;4.11;10.45;12.45;16.07;57.04;1015;33;7;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2.24;638;0.49;19.63;47.16
